priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
491,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4391306866,Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,2023,2023 IEEE International Conference on Visual Communications and Image Processing (VCIP),false,false,2,2,0,,1,10.1109/vcip59821.2023.10402778,,W4391306866,https://doi.org/10.1109/vcip59821.2023.10402778
492,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II | NVIDIA,Riccardo Corvi; Davide Cozzolino; Giada Zingarini; Giovanni Poggi; Luisa Verdoliva | Koki Nagano,,"University Federico II of Naples, Italy | NVIDIA",curated:a35e111d52c6ad788ef7,On the Detection of Synthetic Images Generated by Diffusion Models,2023,"IEEE International Conference on Acoustics, Speech and Signal Processing",false,true,6,6,0,,2,10.1109/icassp49357.2023.10095167,2211.00680,W4375869427,https://doi.org/10.1109/icassp49357.2023.10095167
493,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4390189958,Online Detection of AI-Generated Images,2023,IEEE/CVF International Conference on Computer Vision,false,false,4,4,0,,1,10.1109/iccvw60793.2023.00045,2310.15150,W4390189958,https://doi.org/10.1109/iccvw60793.2023.00045
494,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4388927818,PatchCraft: Exploring Texture Patch for Efficient AI-generated Image Detection,2023,arXiv,false,false,5,5,0,,1,10.48550/arxiv.2311.12397,2311.12397,W4388927818,https://openalex.org/W4388927818
495,complete,,complete,No mapping action needed,none,confirmed,Shanghai Jiao Tong University | Shanghai Artificial Intelligence Laboratory | The University of Sydney | The University of Hong Kong,Zeyu Lu | Zeyu Lu; Di Huang; Lei Bai; Jingjing Qu; Wanli Ouyang | Di Huang | Chengyue Wu; Xihui Liu,,,curated:c6bb6e1e0a4d4eb372b5,Seeing Is Not Always Believing: Benchmarking Human and Model Perception of AI-Generated Images,2023,Advances in Neural Information Processing Systems,false,true,7,7,0,,4,10.52202/075280-1105,2304.13023,W4367061162,https://doi.org/10.52202/075280-1105
496,complete,,complete,No mapping action needed,none,confirmed,Ruhr University Bochum | University of Hamburg,Mike Laszkiewicz; Jonas Ricker; Asja Fischer | Johannes Lederer,,,curated:62b0a9ae8be24d9f02e0,Single-Model Attribution of Generative Models Through Final-Layer Inversion,2023,International Conference on Machine Learning,false,true,4,4,0,,2,10.48550/arxiv.2306.06210,2306.06210,W4380551225,https://openreview.net/pdf?id=Hs9GcILuZN
497,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4381851764,Testing human ability to detect ‘deepfake’ images of human faces,2023,Journal of Cybersecurity,false,false,3,3,0,,2,10.1093/cybsec/tyad011,2212.05056,W4381851764,https://doi.org/10.1093/cybsec/tyad011
498,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4385767391,Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,2023,International Joint Conference on Artificial Intelligence,false,false,4,4,0,,3,10.24963/ijcai.2023/52,2306.01364,W4385767391,https://doi.org/10.24963/ijcai.2023/52
499,complete,,complete,No mapping action needed,none,missing,,,,,curated:a99dc95e4b7a85bd938f,TWIGMA: A Dataset of AI-Generated Images with Metadata from Twitter,2023,Advances in Neural Information Processing Systems,false,true,2,2,0,,1,10.52202/075280-1642,,W4393610334,https://doi.org/10.52202/075280-1642
500,complete,,complete,No mapping action needed,none,missing,,,,,curated:baa48a1bff3effa2e915,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,2023,International Conference on Pattern Recognition and Machine Intelligence,false,true,4,4,0,,1,10.1007/978-3-031-45170-6_45,,W4388656143,https://doi.org/10.1007/978-3-031-45170-6_45
501,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4297988790,A Novel Deep Learning Approach for Deepfake Image Detection,2022,Applied Sciences,false,false,3,3,0,,2,10.3390/app12199820,,W4297988790,https://doi.org/10.3390/app12199820
502,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4284974950,AI-enabled image fraud in scientific publications,2022,Patterns,false,false,7,7,0,,5,10.1016/j.patter.2022.100511,,W4284974950,https://doi.org/10.1016/j.patter.2022.100511
503,complete,,complete,No mapping action needed,none,confirmed,University of Siena,Jun Wang; Benedetta Tondi; Mauro Barni,,Resolved from authoritative candidate institution metadata.,openalex:W4284895444,An Eyes-Based Siamese Neural Network for the Detection of GAN-Generated Face Images,2022,Frontiers in Signal Processing,false,false,3,3,0,,1,10.3389/frsip.2022.918725,,W4284895444,https://doi.org/10.3389/frsip.2022.918725
504,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4283712107,Analysis Survey on Deepfake detection and Recognition with Convolutional Neural Networks,2022,"2022 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",false,false,4,4,0,,2,10.1109/hora55278.2022.9799858,,W4283712107,https://doi.org/10.1109/hora55278.2022.9799858
505,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4283452332,Cross-Forgery Analysis of Vision Transformers and CNNs for Deepfake Image Detection,2022,Proceedings of the 1st International Workshop on Multimedia AI against Disinformation,false,false,5,5,0,,3,10.1145/3512732.3533582,2206.13829,W4283452332,https://doi.org/10.1145/3512732.3533582
506,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4312518338,Deep Learning applied to Road Accident Detection with Transfer Learning and Synthetic Images,2022,Transportation research procedia,false,false,4,4,0,,2,10.1016/j.trpro.2022.09.012,,W4312518338,https://doi.org/10.1016/j.trpro.2022.09.012
507,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4285791495,Detecting Deepfake Images Using Deep Learning Techniques and Explainable AI Methods,2022,Intelligent Automation & Soft Computing,false,false,8,8,0,,4,10.32604/iasc.2023.029653,,W4285791495,https://doi.org/10.32604/iasc.2023.029653
508,complete,,complete,No mapping action needed,none,confirmed,Chongqing University of Posts and Telecommunications,Bo Liu; Fan Yang; Xiuli Bi; Bin Xiao; Weisheng Li; Xinbo Gao,,"Chongqing University of Posts and Telecommunications, Chongqing, China",curated:2488ec329f6e0d99d28f,Detecting Generated Images by Real Images,2022,European Conference on Computer Vision,false,true,6,6,0,,1,10.1007/978-3-031-19781-9_6,,W4313189772,https://doi.org/10.1007/978-3-031-19781-9_6
509,complete,,complete,No mapping action needed,none,confirmed,University of Tsukuba | RIKEN Center for Advanced Intelligence Project,Syou Hirofumi; Kazuto Fukuchi; Youhei Akimoto; Jun Sakuma | Jun Sakuma,,"Department of Computer Science / Faculty of Engineering, Information and Systems, University of Tsukuba, Tsukuba, Japan | Faculty of Engineering, Information and Systems, University of Tsukuba / RIKEN AIP, Tsukuba, Japan",curated:853c7e2ae5f343438dd5,Did You Use My GAN to Generate Fake? Post-Hoc Attribution of GAN Generated Images via Latent Recovery,2022,International Joint Conference on Neural Networks,false,true,4,4,0,,2,10.1109/ijcnn55064.2022.9892704,,W4312387978,https://doi.org/10.1109/ijcnn55064.2022.9892704
510,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4221149434,FrePGAN: Robust Deepfake Detection Using Frequency-Level Perturbations,2022,AAAI Conference on Artificial Intelligence,false,false,4,4,0,,5,10.1609/aaai.v36i1.19990,2202.03347,W4221149434,https://doi.org/10.1609/aaai.v36i1.19990
511,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4293518933,Improving GAN-Generated Image Detection Generalization Using Unsupervised Domain Adaptation,2022,IEEE International Conference on Multimedia and Expo,false,false,5,5,0,,2,10.1109/icme52920.2022.9859763,,W4293518933,https://doi.org/10.1109/icme52920.2022.9859763
512,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4360766590,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,2022,2022 International Conference on Computers and Artificial Intelligence Technologies (CAIT),false,false,4,4,0,,1,10.1109/cait56099.2022.10072275,,W4360766590,https://doi.org/10.1109/cait56099.2022.10072275
513,complete,,complete,No mapping action needed,none,confirmed,Monash University Malaysia | Monash University,Brandon B. G. Khoo; Chern Hong Lim | Raphaël C.-W. Phan,,"School of Information Technology, Monash University Malaysia | Faculty of Information Technology, Monash University",openalex:W4221166157,Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,2022,arXiv,false,false,3,3,0,,2,10.48550/arxiv.2203.09777,2203.09777,W4221166157,https://openalex.org/W4221166157
514,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3139320333,A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,"2021 11th International Conference on Cloud Computing, Data Science & Engineering (Confluence)",false,false,3,3,0,,1,10.1109/confluence51648.2021.9377150,,W3139320333,https://doi.org/10.1109/confluence51648.2021.9377150
515,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II,Diego Gragnaniello; Davide Cozzolino; Francesco Marra; Giovanni Poggi; Luisa Verdoliva,,University Federico II of Naples,openalex:W3149674875,Are GAN Generated Images Easy to Detect? A Critical Analysis of the State-of-the-Art,2021,IEEE International Conference on Multimedia and Expo,false,false,5,5,0,,1,10.1109/icme51207.2021.9428429,2104.02617,W3149674875,https://doi.org/10.1109/icme51207.2021.9428429
516,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3138230904,Copy-Move Forgery Detection (CMFD) Using Deep Learning for Image and Video Forensics,2021,Journal of Imaging,false,false,3,3,0,,1,10.3390/jimaging7030059,,W3138230904,https://doi.org/10.3390/jimaging7030059
517,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3173581984,DeepFake Detection Based on Discrepancies Between Faces and Their Context,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,false,false,4,4,0,,4,10.1109/tpami.2021.3093446,,W3173581984,https://doi.org/10.1109/tpami.2021.3093446
518,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4285362588,Deepfake Image Detection using CNNs and Transfer Learning,2021,"2021 International Conference on Computing, Communication and Green Engineering (CCGE)",false,false,4,4,0,,1,10.1109/ccge50943.2021.9776410,,W4285362588,https://doi.org/10.1109/ccge50943.2021.9776410
519,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3172046373,Deepfakes Creation and Detection Using Deep Learning,2021,"2021 International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",false,false,2,2,0,,1,10.1109/miucc52538.2021.9447642,,W3172046373,https://doi.org/10.1109/miucc52538.2021.9447642
520,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3173631964,Detecting fake images by identifying potential texture difference,2021,Future Generation Computer Systems,false,false,5,5,0,,2,10.1016/j.future.2021.06.043,,W3173631964,https://doi.org/10.1016/j.future.2021.06.043
521,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3135589907,Detecting soybean leaf disease from synthetic image using multi-feature fusion faster R-CNN,2021,Computers and Electronics in Agriculture,false,false,3,3,0,,1,10.1016/j.compag.2021.106064,,W3135589907,https://doi.org/10.1016/j.compag.2021.106064
522,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4214857236,Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,2021,2021 19th OITS International Conference on Information Technology (OCIT),false,false,4,4,0,,3,10.1109/ocit53463.2021.00039,,W4214857236,https://doi.org/10.1109/ocit53463.2021.00039
523,complete,,complete,No mapping action needed,none,confirmed,Saintgits College of Engineering,K. Remya Revi; K. R. Vidya; M. Wilscy,,"Saintgits College of Engineering, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India",curated:ae869fc6a6dea782923d,Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,Transactions on Computational Science and Computational Intelligence,false,true,3,3,0,,2,10.1007/978-3-030-49500-8_3,,W3128257465,https://doi.org/10.1007/978-3-030-49500-8_3
524,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3166640306,Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,2021,Security and Communication Networks,false,false,6,6,0,,1,10.1155/2021/5511435,,W3166640306,https://doi.org/10.1155/2021/5511435
525,complete,,complete,No mapping action needed,none,confirmed,University of North Texas | National University of Ireland,Alakananda Mitra; Saraju P. Mohanty; Elias Kougianos | Peter Corcoran,,"Department of Computer Science and Engineering, University of North Texas, Denton, USA Department of Electrical Engineering, University of North Texas, Denton, USA | School of Engineering and Informatics, National University of Ireland, Galway, Ireland",curated:29dd14e7af2f68df1b1e,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2021,IFIP International Internet of Things Conference,false,true,4,4,0,,3,10.1007/978-3-030-96466-5_14,,W4213417724,https://doi.org/10.1007/978-3-030-96466-5_14
526,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3140970613,Image Tampering Localization Using a Dense Fully Convolutional Network,2021,IEEE Transactions on Information Forensics and Security,false,false,5,5,0,,2,10.1109/tifs.2021.3070444,,W3140970613,https://doi.org/10.1109/tifs.2021.3070444
527,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II,Davide Cozzolino; Diego Gragnaniello; Giovanni Poggi; Luisa Verdoliva,,"University Federico II of Naples, Italy",openalex:W4206030296,Towards Universal GAN Image Detection,2021,2021 International Conference on Visual Communications and Image Processing (VCIP),false,false,4,4,0,,1,10.1109/vcip53242.2021.9675329,2112.12606,W4206030296,https://doi.org/10.1109/vcip53242.2021.9675329
528,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W3134971133,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,2021,Journal of Imaging,false,false,3,3,0,,1,10.3390/jimaging7030050,,W3134971133,https://doi.org/10.3390/jimaging7030050
