title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes,openalex_link_status,openalex_link_reason,search_strategy_used,candidate_source_query,title_similarity,candidate_title,candidate_year,candidate_openalex_url,candidate_doi,candidate_paper_url,enriched_openalex_url,enriched_doi,enriched_paper_url
SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,"Shuaibo Li, Yijun Yang, Zhaohu Xing, Hongqiu Wang, Pengfei Hao, Xingyu Li, Zekai Liu, Qing Zhang, Lei Zhu 香港科技大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=AAAI, 2026",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,SynerDetect Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,1.000,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,https://openalex.org/W7137976262,10.1609/aaai.v40i8.37568,https://doi.org/10.1609/aaai.v40i8.37568,https://openalex.org/W7137976262,10.1609/aaai.v40i8.37568,https://doi.org/10.1609/aaai.v40i8.37568
Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,"Nan Zhong, Mian Zou, Yiran Xu, Zhenxing Qian, Xinpeng Zhang, Baoyuan Wu 香港城市大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Self-Supervised AI-Generated Image Detection A Camera Metadata Perspective,1.000,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,https://openalex.org/W7124134169,10.1109/tpami.2026.3654274,https://doi.org/10.1109/tpami.2026.3654274,https://openalex.org/W7124134169,10.1109/tpami.2026.3654274,https://doi.org/10.1109/tpami.2026.3654274
Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,"Yabin Wang, Zhiwu Huang, Su Zhou, Adam Prugel-Bennett, and Xiaopeng Hong. 哈工大& University of Southampton &西交",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,1.000,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,https://openalex.org/W7128818896,10.1109/tpami.2026.3664388,https://doi.org/10.1109/tpami.2026.3664388,https://openalex.org/W7128818896,10.1109/tpami.2026.3664388,https://doi.org/10.1109/tpami.2026.3664388
DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,"Yuxuan Shi, Shaowei Weng, Lifang Yu and Rongrong Ni 福建理工大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TCSVT, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,DCNet Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,1.000,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,https://openalex.org/W7125581744,10.1109/tcsvt.2026.3656696,https://doi.org/10.1109/tcsvt.2026.3656696,https://openalex.org/W7125581744,10.1109/tcsvt.2026.3656696,https://doi.org/10.1109/tcsvt.2026.3656696
Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,"Jiehua Zhang, Liang Li, Chenggang Yan, Wei Ke, Yihong Gong. 西交",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TMM, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,1.000,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,https://openalex.org/W7131898118,10.1109/tmm.2026.3668513,https://doi.org/10.1109/tmm.2026.3668513,https://openalex.org/W7131898118,10.1109/tmm.2026.3668513,https://doi.org/10.1109/tmm.2026.3668513
Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,"Haoyue Wang , Sheng Li , Zhenxing Qian, and Xinpeng Zhang",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIFS, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Adversarial Diffusion Model Generating High-Quality and Undetectable Images From Scratch,1.000,Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,https://openalex.org/W7125828141,10.1109/tifs.2026.3657841,https://doi.org/10.1109/tifs.2026.3657841,https://openalex.org/W7125828141,10.1109/tifs.2026.3657841,https://doi.org/10.1109/tifs.2026.3657841
"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,"Nusrat Tasnim, Kutub Uddin, Khalid Malik Korea Aerospace University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; benchmark; source_suffix=Research Square, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,GReX-Bench Benchmarking Generalization Robustness and Explainability in AI-Generated Image Detection,1.000,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,https://openalex.org/W7128674854,10.21203/rs.3.rs-8633550/v1,https://doi.org/10.21203/rs.3.rs-8633550/v1,https://openalex.org/W7128674854,10.21203/rs.3.rs-8633550/v1,https://doi.org/10.21203/rs.3.rs-8633550/v1
Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,"Weiheng Zhu, Gang Cao, Jing Liu, Lifang Yu, and Shaowei Weng 中国传媒大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=SPL, 2026",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 3 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,1.000,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,2026,https://openalex.org/W7125951995,10.1109/lsp.2026.3658434,https://doi.org/10.1109/lsp.2026.3658434,https://openalex.org/W7125951995,10.1109/lsp.2026.3658434,https://doi.org/10.1109/lsp.2026.3658434
General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,"Roy Betser, Omer Hofman, Roman Vainshtein, Guy Gilboa Technion - Israel Institute of Technology& Fujitsu Research of Europe",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,1.000,General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,https://openalex.org/W4417143023,10.1109/wacv61042.2026.00754,https://doi.org/10.1109/wacv61042.2026.00754,https://openalex.org/W4417143023,10.1109/wacv61042.2026.00754,https://doi.org/10.1109/wacv61042.2026.00754
Training-free Detection of Text-to-video Generations via Over-coherence,2026,"Jonathan Brokman, Oren Rachmil, Omer Hofman, Roy Betser, Amit Giloni, Roman Vainshtein, Hisashi Kojima. Fujitsu Research of Europe",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Training-free Detection of Text-to-video Generations via Over-coherence,1.000,Training-free Detection of Text-to-video Generations via Over-coherence,2026,https://openalex.org/W7160261904,10.1109/wacv61042.2026.00389,https://doi.org/10.1109/wacv61042.2026.00389,https://openalex.org/W7160261904,10.1109/wacv61042.2026.00389,https://doi.org/10.1109/wacv61042.2026.00389
The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,2026,"Tai Nguyen, Matthew Stamm, Jill Crisman, Jesse Hostetler, Laura Cassano, Michael Davinroy, Peter Bautista. Drexel University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshop, 2026",not_found_in_openalex,No plausible title match; best similarity was 0.437.,search,The SAFE Image Authenticity Challenge Detecting and Localizing Partial and Fully Synthetic Manipulations,0.437,"Autonomous Vehicles: Sophisticated Attacks, Safety Issues, Challenges, Open Topics, Blockchain, and Future Directions",2023,https://openalex.org/W4385603076,10.3390/jcp3030025,https://doi.org/10.3390/jcp3030025,,,
Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,"Arpan Mahara, Naphtali Rishe, Malek Adjouadi. Florida International University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshops, 2026",not_found_in_openalex,No plausible title match; best similarity was 0.454.,search,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,0.454,Applications of brain imaging methods in driving behaviour research,2021,https://openalex.org/W3042347664,10.1016/j.aap.2021.106093,https://doi.org/10.1016/j.aap.2021.106093,,,
CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,"Yiheng Li, Zichang Tan, Guoqing Xu, Yijun Ye, Yang Yang, Zhen Lei 中科院",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260302",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,CTForensics A Comprehensive Dataset and Method for AI-Generated CT Image Detection,1.000,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,https://openalex.org/W7133316683,10.48550/arxiv.2603.01878,https://doi.org/10.48550/arxiv.2603.01878,https://openalex.org/W7133316683,10.48550/arxiv.2603.01878,https://doi.org/10.48550/arxiv.2603.01878
"Prompt-Engineered Detection of AI-Generated Images. New Trends in Intelligent Software Methodologies, Tools and Techniques, 2026",2026,"Rita FERRARA, Leonardo GALTERI  Pegaso Telematic University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.409.,search,Prompt-Engineered Detection of AI-Generated Images New Trends in Intelligent Software Methodologies Tools and Techniques 2026,0.409,The GenAI is out of the bottle: generative artificial intelligence from a business model innovation perspective,2023,https://openalex.org/W4386711999,10.1007/s11846-023-00696-z,https://doi.org/10.1007/s11846-023-00696-z,,,
Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,Zijin Yin 北邮,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,1.000,Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,https://openalex.org/W7131301433,10.3390/electronics15050916,https://doi.org/10.3390/electronics15050916,https://openalex.org/W7131301433,10.3390/electronics15050916,https://doi.org/10.3390/electronics15050916
Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,"Qiaoyue Man, Young-Im Cho Gachon University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search.title,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,1.000,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,https://openalex.org/W7128159442,10.3390/electronics15030716,https://doi.org/10.3390/electronics15030716,https://openalex.org/W7128159442,10.3390/electronics15030716,https://doi.org/10.3390/electronics15030716
"What is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery. CCWC, 2026",2026,"Andrew McDonald, Ahmad Al. Doulat, Mohammad Khan, Chelsie Dubay, Jeff Roach. East Tennessee State University",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,,not_found_in_openalex,OpenAlex returned no usable title candidates.,,,,,,,,,,,
FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection. MMM 2026,2026,"Jiacai Guo, Zili Xu, Jianjie Luo, Lap-Kei Lee, Fu Lee Wang, and Zhenguo Yang",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,,not_found_in_openalex,OpenAlex returned no usable title candidates.,,,,,,,,,,,
Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,"Liting Zhang, Peng Xiong, Jintao Wang 皖江工学院",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,1.000,Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,https://openalex.org/W7133555253,10.1016/j.neucom.2026.133229,https://doi.org/10.1016/j.neucom.2026.133229,https://openalex.org/W7133555253,10.1016/j.neucom.2026.133229,https://doi.org/10.1016/j.neucom.2026.133229
Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2026,"Jiaqi Xu, Yanhui Du, Liangwei Lyu, Chenrui Yang 中国人民公安大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,Harnessing attention for cropping and fusion in CLIP-based AIGC detection,1.000,Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2025,https://openalex.org/W4417526972,10.1016/j.neucom.2025.132482,https://doi.org/10.1016/j.neucom.2025.132482,https://openalex.org/W4417526972,10.1016/j.neucom.2025.132482,https://doi.org/10.1016/j.neucom.2025.132482
E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2026,"Jian Zoua, Jun Wang, Kezhong Lua, Yingxin Lai, Kaiwen Luo, Zitong Yu 大湾区大学",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=PRL, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,E2GenF Universal AIGC image detection based on edge enhanced generalizable features,1.000,E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2025,https://openalex.org/W4417166521,10.1016/j.patrec.2025.12.001,https://doi.org/10.1016/j.patrec.2025.12.001,https://openalex.org/W4417166521,10.1016/j.patrec.2025.12.001,https://doi.org/10.1016/j.patrec.2025.12.001
Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,2026,Patricie Petrilakova and Jan Cech Czech Technical University in Prague,,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Computer Vision Winter Workshop, 2026",not_found_in_openalex,No plausible title match; best similarity was 0.482.,search,Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,0.482,Exposing Vulnerabilities of Deepfake Detection Systems with Robust Attacks,2021,https://openalex.org/W3164267381,10.1145/3464307,https://doi.org/10.1145/3464307,,,
IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,"Nimra Nasir, Syeda Sitara Waseem, Muhammad Bilal, Syed Rizwan Hassan. The Govt. Sadiq College Women University Pakistan",,,,,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Sensors, 2026",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,1.000,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,https://openalex.org/W7128586659,10.3390/s26041172,https://doi.org/10.3390/s26041172,https://openalex.org/W7128586659,10.3390/s26041172,https://doi.org/10.3390/s26041172
