title,year,risk_score,risk_level,main_reasons,current_institutions,current_countries,current_institution_authors,raw_affiliation_evidence,review_action,notes
Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,0,low,No specific local institution risk signal detected,University of Naples Federico II | Nvidia (United States),IT | US,"University of Naples Federico II: Diangarti Bhalang Tariang, Riccardo Corvi, Davide Cozzolino, Giovanni Poggi, Luisa Verdoliva | Nvidia (United States): Koki Nagano","Diangarti Bhalang Tariang: Department of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Riccardo Corvi: Department of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Davide Cozzolino: Department of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Giovanni Poggi: Department of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Koki Nagano: NVIDIA Research, Santa Clara, CA, USA | Luisa Verdoliva: Department of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Testing human ability to detect ‘deepfake’ images of human faces,2023,0,low,No specific local institution risk signal detected,University College London | Tilburg University,GB | NL,"University College London: Sergi D. Bray, Shane D. Johnson | Tilburg University: Bennett Kleinberg","Sergi D. Bray: Department of Security and Crime Science, University College London (UCL) , London, WC1H 9EZ , UK | Shane D. Johnson: Department of Security and Crime Science, University College London (UCL) , London, WC1H 9EZ , UK | Bennett Kleinberg: Department of Methodology, University of Tilburg , 5000 LE Tilburg , The Netherlands",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Think Twice Before Detecting GAN-generated Fake Images from their Spectral Domain Imprints,2022,0,low,No specific local institution risk signal detected,Hong Kong Polytechnic University | Zhejiang University,HK | CN,"Hong Kong Polytechnic University: Chengdong Dong, Ajay Kumar | Zhejiang University: Eryun Liu","Chengdong Dong: The Hong Kong Polytechnic University,Department of Computing,Hong Kong | Department of Computing, The Hong Kong Polytechnic University, Hong Kong | Ajay Kumar: The Hong Kong Polytechnic University,Department of Computing,Hong Kong | Department of Computing, The Hong Kong Polytechnic University, Hong Kong | Eryun Liu: College of Information Science and Electronic Engineering, Zhejiang University",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Towards Discovery and Attribution of Open-world GAN Generated Images,2021,0,low,No specific local institution risk signal detected,"University of Maryland, College Park",US,"University of Maryland, College Park: Sharath Girish, Saksham Suri, Saketh Rambhatla, Abhinav Shrivastava","Sharath Girish: University of Maryland,College Park | University of Maryland, College Park | Saksham Suri: University of Maryland,College Park | University of Maryland, College Park | Saketh Rambhatla: University of Maryland,College Park | University of Maryland, College Park | Abhinav Shrivastava: University of Maryland,College Park | University of Maryland, College Park",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,2025,0,low,No specific local institution risk signal detected,Chongqing University of Posts and Telecommunications,CN,"Chongqing University of Posts and Telecommunications: Haifeng Zhang, Qun He, Xiuli Bi, Weisheng Li, Бо Лю, Bin Xiao",Haifeng Zhang: Chongqing University of Posts and Telecommunications | Qun He: Chongqing University of Posts and Telecommunications | Xiuli Bi: Chongqing University of Posts and Telecommunications | Weisheng Li: Chongqing University of Posts and Telecommunications | Бо Лю: Chongqing University of Posts and Telecommunications | Bin Xiao: Chongqing University of Posts and Telecommunications,No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Towards Universal GAN Image Detection,2021,0,low,No specific local institution risk signal detected,Federico II University Hospital,IT,"Federico II University Hospital: Davide Cozzolino, Diego Gragnaniello, Giovanni Poggi, Luisa Verdoliva","Davide Cozzolino: University Federico II of Naples,Italy | University Federico II of Naples, Italy | Diego Gragnaniello: University Federico II of Naples,Italy | University Federico II of Naples, Italy | Giovanni Poggi: University Federico II of Naples,Italy | University Federico II of Naples, Italy | Luisa Verdoliva: University Federico II of Naples,Italy | University Federico II of Naples, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Training Deep Neural Networks for Detecting Drinking Glasses Using Synthetic Images,2017,0,low,No specific local institution risk signal detected,University of Newcastle Australia,AU,"University of Newcastle Australia: Abdul Jabbar, Luke Farrawell, Jake Fountain, Stephan K. Chalup","Abdul Jabbar: School of Electrical Engineering and Computing, The University of Newcastle, Callaghan, NSW, 2308, Australia | Luke Farrawell: School of Electrical Engineering and Computing, The University of Newcastle, Callaghan, NSW, 2308, Australia | Jake Fountain: School of Electrical Engineering and Computing, The University of Newcastle, Callaghan, NSW, 2308, Australia | Stephan K. Chalup: School of Electrical Engineering and Computing, The University of Newcastle, Callaghan, NSW, 2308, Australia",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,2023,0,low,No specific local institution risk signal detected,"Indian Institute of Engineering Science and Technology, Shibpur",IN,"Indian Institute of Engineering Science and Technology, Shibpur: Sanandita Das, Debapriyo Dutta, Tanusree Ghosh, Ruchira Naskar","Sanandita Das: Department of Information Technology, Indian Institute of Engineering, Science and Technology, Shibpur, Howrah, 711103, India | Debapriyo Dutta: Department of Information Technology, Indian Institute of Engineering, Science and Technology, Shibpur, Howrah, 711103, India | Tanusree Ghosh: Department of Information Technology, Indian Institute of Engineering, Science and Technology, Shibpur, Howrah, 711103, India | Ruchira Naskar: Department of Information Technology, Indian Institute of Engineering, Science and Technology, Shibpur, Howrah, 711103, India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,2021,0,low,No specific local institution risk signal detected,University of Siena,IT,"University of Siena: Anselmo Ferreira, Ehsan Nowroozi, Mauro Barni","Anselmo Ferreira: Department of Information Engineering and Mathematics, University of Siena, 53100 Siena, SI, Italy | Ehsan Nowroozi: Department of Information Engineering and Mathematics, University of Siena, 53100 Siena, SI, Italy | Mauro Barni: Department of Information Engineering and Mathematics, University of Siena, 53100 Siena, SI, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Vision Transformer-Based Framework for AI-Generated Image Detection in Interior Design,2025,0,low,No specific local institution risk signal detected,Anhui Business College,CN,Anhui Business College: Hui Wang,"Hui Wang: AnHui Business and Technology College , Hefei City , AnHui Province , 230041 , China",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Visual Veracity: Advancing AI-Generated Image Detection with Convolutional Neural Networks,2024,0,low,No specific local institution risk signal detected,Amity University,IN,"Amity University: Achal Shankar Gupta, Krishan Pratap Shreneter, Smriti Sehgal","Achal Shankar Gupta: ASET Amity University,Dept. of CSE,Noida,Uttar Pradesh,India | Dept. of CSE, ASET Amity University, Noida, Uttar Pradesh, India | Krishan Pratap Shreneter: ASET Amity University,Dept. of CSE,Noida,Uttar Pradesh,India | Dept. of CSE, ASET Amity University, Noida, Uttar Pradesh, India | Smriti Sehgal: ASET Amity University,Dept. of CSE,Noida,Uttar Pradesh,India | Dept. of CSE, ASET Amity University, Noida, Uttar Pradesh, India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,2024,0,low,No specific local institution risk signal detected,Technische Universität Berlin | Bucknell University,DE | US,"Technische Universität Berlin: Alexander Wißmann, Steffen Zeiler, Dorothea Kolossa | Bucknell University: Robert M. Nickel","Alexander Wißmann: Technische Universität Berlin, Germany | Steffen Zeiler: Technische Universität Berlin, Germany | Robert M. Nickel: Bucknell University, United States | Dorothea Kolossa: Technische Universität Berlin, Germany",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
WILD: a new in-the-Wild Image Linkage Dataset for synthetic image attribution,2025,0,low,No specific local institution risk signal detected,University of Siena | Politecnico di Milano | University of Trento | University of Catania | Sapienza University of Rome,IT,"University of Siena: Pietro Bongini, Benedetta Tondi, Mauro Barni | Politecnico di Milano: Sara Mandelli, Paolo Bestagini | University of Trento: Andrea Montibeller, Giulia Boato, Francesco G. B. De Natale | University of Catania: Mirko Casu, Orazio Pontorno, Claudio Vittorio Ragaglia, Luca Guarnera, Sebastiano Battiato | Sapienza University of Rome: Luca Zanchetta, Mattia Aquilina, Taiba Majid Wani, Irene Amerini","Pietro Bongini: University of Siena,Department of Information Engineering an Mathematics,Italy | Sara Mandelli: Politecnico di Milano,Department of Electronics, Informatics, and Bioengineering,Italy | Andrea Montibeller: University of Trento,Department of Information Engineering and Computer Science,Italy | Mirko Casu: University of Catania,Department of Mathematics and Computer Science,Italy | Orazio Pontorno: University of Catania,Department of Mathematics and Computer Science,Italy | Claudio Vittorio Ragaglia: University of Catania,Department of Mathematics and Computer Science,Italy | Luca Zanchetta: Sapienza University of Rome,Departement of Computer, Control and Management Engineering,Italy | Mattia Aquilina: Sapienza University of Rome,Departement of Computer, Control and Management Engineering,Italy | Taiba Majid Wani: Sapienza University of Rome,Departement of Computer, Control and Management Engineering,Italy | Luca Guarnera: University of Catania,Department of Mathematics and Computer Science,Italy | Benedetta Tondi: University of Siena,Department of Information Engineering an Mathematics,Italy | Giulia Boato: University of Trento,Department of Information Engineering and Computer Science,Italy | Paolo Bestagini: Politecnico di Milano,Department of Electronics, Informatics, and Bioengineering,Italy | Irene Amerini: Sapienza University of Rome,Departement of Computer, Control and Management Engineering,Italy | Francesco G. B. De Natale: University of Trento,Department of Information Engineering and Computer Science,Italy | Sebastiano Battiato: University of Catania,Department of Mathematics and Computer Science,Italy | Mauro Barni: University of Siena,Department of Information Engineering an Mathematics,Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
