paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
curated:e9594b5466110ca009aa,openalex:W7167505904,Toward Generalizable AI-Generated Image Detection with a New Realistic Dataset: Performance Evaluation and Improvement,10.1109/mmul.2026.3710370,,2026,journal,IEEE MultiMedia,venue:ieee-multimedia,IEEE MultiMedia,,journal,,IEEE Multimedia,True,The source-backed journal abbreviation conflicts with another registry identity or alias; confirm a disambiguated standard short name before adding it.,5e29bb7a61872a9130cb032e32a64c6e747e86f4e9f5447832ac1f49912586cd
curated:038a578e520799c8671e,openalex:W7140634248,Toward Generalizable Forgery Detection and Reasoning,https://doi.org/10.1109/tip.2026.3673967,2503.21210,2026,journal,IEEE Transactions on Image Processing,venue:ieee-transactions-on-image-processing,IEEE Transactions on Image Processing,IEEE TIP,journal,,IEEE Transactions on Image Processing,False,,35763004e027a3466ba62b68f189bab0ce757aa2819342d9520e633aed5b4a33
,openalex:W3161417217,Towards Discovery and Attribution of Open-world GAN Generated Images,10.1109/iccv48922.2021.01383,2105.04580,2021,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2021 IEEE/CVF International Conference on Computer Vision (ICCV),False,,b0855504a7bdc890edfd77dc7749a69d32a00d81db5d3d28e9bdb1b96829f2d0
curated:911d693997183535a4ac,openalex:W4415536758,Towards Explainable Fake Image Detection with Multi-Modal Large Language Models,10.1145/3746027.3755421,2504.14245,2025,conference,ACM International Conference on Multimedia,venue:acm-mm,ACM International Conference on Multimedia,ACM MM,conference,Main,Proceedings of the 33rd ACM International Conference on Multimedia,False,,2314a4db74dc37782a74477eb35535f51bdb1cdafc7119131b29deaa6cddad45
curated:6e9b86dace6a85f4469c,openalex:W7196987600,Towards Explaining Classification Models in Security with Sparse Autoencoders,10.1109/eurospw72509.2026.00041,,2026,conference,IEEE European Symposium on Security and Privacy,venue:ieee-european-symposium-on-security-and-privacy,IEEE European Symposium on Security and Privacy,EuroS&P,conference,Workshop,IEEE European Symposium on Security and Privacy Workshops,False,,7bd8ef57e45320bb06967a4231f311a0ecfcf4b926b74783382d999887b8017f
curated:6cd82b939e5653a2c7ab,openalex:W4408048856,Towards Extensible Detection of AI-Generated Images via Content-Agnostic Adapter-Based Category-Aware Incremental Learning,10.1109/tifs.2025.3546845,,2025,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,df14e55147c568919cce96f9380a6955c8e3aea17372e51c80c051292bc71af1
curated:3e707a16418405139945,openalex:W4415330533,Towards Generalizable AI-Generated Image Detection via Image-Adaptive Prompt Learning,10.48550/arxiv.2508.01603,2508.01603,2025,conference,Computer Vision and Pattern Recognition,,,,,,Computer Vision and Pattern Recognition,True,Venue identity/type/standard abbreviation is not verified in the registry; check the publisher or proceedings and select/create a canonical venue.,e5d1e777de674e5bce59fadbae7b8480c91202b32337f54ea431882863b7a2e6
curated:0b5e852ad2faa5d89eb5,openalex:W7197024658,Towards Generalizable Detector for Generated Image,10.52202/085713-3168,,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,Advances in Neural Information Processing Systems,False,,b38ae87570f549b272cf5d7fe4f32e7954da993a29c437bbfa73daf00d25227f
,openalex:W4394862914,Towards Generated Image Provenance Analysis via Conceptual-Similar-Guided-SLIP Retrieval,10.1109/lsp.2024.3388958,,2024,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,d5dfbb0a3b1b646e2d94f8306311a9111950b5ec7446a4d7cda8114441017880
curated:d9f9207830bec1da388f,openalex:W4404407873,Towards More Accurate Fake Detection on Images Generated from Advanced Generative and Neural Rendering Models,10.48550/arxiv.2411.08642,2411.08642,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,1f82d6f821cfbb18c1b0970c93f65fc440290cbb33ecc4a5ad04d8d559433fb1
,openalex:W4385767391,Towards Robust Gan-Generated Image Detection: A Multi-View Completion Representation,10.24963/ijcai.2023/52,2306.01364,2023,conference,International Joint Conference on Artificial Intelligence,venue:ijcai,International Joint Conference on Artificial Intelligence,IJCAI,conference,Main,Proceedings of the Thirty-Second International Joint Conference on Artificial Intelligence,False,,fbbb1b5f73e71e88318ab1357242a6068e8eb9093b4ebb1d123937b1014d3f0d
curated:b1977dc0fcca329719f0,openalex:W4392402304,Towards the Detection of Diffusion Model Deepfakes,10.5220/0012422000003660,,2024,conference,International Conference on Computer Vision Theory and Applications,venue:international-conference-on-computer-vision-theory-and-applications,International Conference on Computer Vision Theory and Applications,VISAPP,conference,Main,International Conference on Computer Vision Theory and Applications,False,,ea0a4ba94335950318b78884dc6efccd9c28251927cb00c311896863034a6e58
,openalex:W4413144713,Towards Universal AI-Generated Image Detection by Variational Information Bottleneck Network,10.1109/cvpr52734.2025.02219,,2025,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,67c4fce6107b7530f3099385cc54dcd86c827e7591ee6b603039071d025874cf
curated:1ef55e4fc03eb4880beb,openalex:W4386071953,Towards Universal Fake Image Detectors That Generalize Across Generative Models,10.1109/cvpr52729.2023.02345,2302.10174,2023,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,4bdf5ff6360c68c2dc0558a68e875ba5582b81e35cca931e80fa332aa3aa51f6
,openalex:W4206030296,Towards Universal GAN Image Detection,10.1109/vcip53242.2021.9675329,2112.12606,2021,conference,International Conference on Visual Communications and Image Processing,venue:international-conference-on-visual-communications-and-image-processing,International Conference on Visual Communications and Image Processing,VCIP,conference,Main,2021 International Conference on Visual Communications and Image Processing (VCIP),False,,d4942f06bd442ab7a21ce67be9778339563c9e83e119f861e4251db0c4f04b8b
curated:af61771eb41bc0b60a3c,openalex:W4417209611,Training-Free Detection of AI-Generated Images via Cropping Robustness,10.52202/085713-0694,2511.14030,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,NeurIPS,False,,3457472b79765c6163856d42ca273f0cfc9f017b5a67384ff30232697ee1911b
curated:ee47e898ad64ec14b709,openalex:W7148430317,Training-Free Source Attribution of AI-Generated Images via Resynthesis,10.1109/wifs66636.2025.00028,,2025,conference,IEEE International Workshop on Information Forensics and Security,venue:wifs,IEEE International Workshop on Information Forensics and Security,WIFS,conference,Workshop,IEEE International Workshop on Information Forensics and Security (WIFS),True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",2554ad4924f842b3fb29dd972527f4f11c043dccbd16ae32045c1c8c364d2bb8
curated:dc9126cc128e1b228717,openalex:W4393213376,Transfer Learning of Real Image Features with Soft Contrastive Loss for Fake Image Detection,10.1609/aaai.v39i25.34826,2403.16513,2025,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,4b8ca25224578412ab8265a16d3a8157e79cfae4ae389017ed8704be8b1b18b3
,openalex:W4221166157,Transferable Class-Modelling for Decentralized Source Attribution of GAN-Generated Images,10.48550/arxiv.2203.09777,2203.09777,2022,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,1cd06d49b941c48270a82302efa99a7c71985efd18f1fe5204b87fda1bcdfb4a
,openalex:W7125951995,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,10.1109/lsp.2026.3658434,,2026,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,2fc4e9f7db2ff7adcaa62a09c81fc28b825ae66eb1c65b5f91455c5ed04192ef
curated:67a6b7828afaed59e1c0,openalex:W7128159442,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,10.3390/electronics15030716,,2026,journal,Electronics,venue:electronics,Electronics,ELECTRONICS-SWITZ,journal,,Electronics,False,,f668eb237006927f9cd89b8394a72c6433a3cd3ac34868d60508a6c49e498d2a
curated:1ba260f83ce5cec0f723,curated:1ba260f83ce5cec0f723,TRIDENT: Robust Deepfake Detection via Tri-Modal Forensic Ensembles,,,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,CVPR,False,,0f3eb6b8429fc6ad893258c278eac63c0650d24f04f3530deb4d7f4dad91d595
,openalex:W7125513809,TriFusionNet: Multi-Branch Architecture for AI-Generated Image Detection,10.1109/ic-cgu67042.2025.11338102,,2025,conference,"International Conference on Cognitive, Green and Ubiquitous Computing",venue:international-conference-on-cognitive-green-and-ubiquitous-computing,"International Conference on Cognitive, Green and Ubiquitous Computing",IC-CGU,conference,Main,"2025 International Conference on Cognitive, Green and Ubiquitous Computing (IC-CGU)",False,,45fb4f529367f6405b517d39769f43e642780e380da060bd441b0bc5ae65a95e
curated:a99dc95e4b7a85bd938f,openalex:W4393610334,TWIGMA: A Dataset of AI-Generated Images with Metadata from Twitter,10.52202/075280-1642,,2023,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,Zenodo (CERN European Organization for Nuclear Research),False,,c780b72f1d52063e2e1efa35685b1988c386bc156cd6e6e762f7061f4f0c1414
curated:fe2c4c4c423cdd91d6d3,openalex:W4405030035,Understanding and Improving Training-Free AI-Generated Image Detections with Vision Foundation Models,10.48550/arxiv.2411.19117,2411.19117,2024,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,443468898f6335e53c39be91d35341202c8c942d0eb7baf192e26579cf1a3492
curated:dab7806aa2ff9f95d58d,openalex:W7202354130,Understanding Why Foundation Models Work for Diffusion-Generated Image Detection,,2608.12155,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv,False,,89105a9419f3e9d02757f6be4245fa92b0b0a6266137e4433bd18123ce9dcc6e
curated:0d918782407e05ade5bd,openalex:W7164758918,Unified Detection of Synthetic and Manipulated Images via Dual-Stream Artifact Fusion,10.1145/3810988.3812660,,2026,conference,ACM International Workshop on Multimedia AI against Disinformation,venue:mad,ACM International Workshop on Multimedia AI against Disinformation,MAD,conference,Workshop,Proceedings of the 5th ACM International Workshop on Multimedia AI against Disinformation (MAD),True,"This is a standalone scholarly workshop venue. Its name alone does not establish a Workshop subtrack; confirm Main versus an actual nested workshop track from the paper/program, preserving the venue identity.",f80227a049f4746a47bb64b20c6c7a400e8c23a8b5becfe9c1e43a6dc10e99b9
curated:611c1fc878b1f9737a04,openalex:W7169672328,Universal Deepfake Detection via Low-Rank Adaptation of Vision-Language Models,10.1007/978-981-92-3429-5_47,,2026,conference,International Conference on Intelligent Computing,venue:international-conference-on-intelligent-computing,International Conference on Intelligent Computing,ICIC,conference,Main,International Conference on Intelligent Computing (ICIC),False,,791acec8459d8e1678a20d89d763de795b69ab12462fe337cfd1fd969942d1b1
curated:03f893b9484ea2d09c22,openalex:W7155094400,Universal Denoising Patterns for Diffusion Image Detection,10.1109/icassp55912.2026.11462468,,2026,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,a37d96bf2519005ce1eaa47a30fb686576fbfa1ce0d3701161f3a88796612b82
curated:baa48a1bff3effa2e915,openalex:W4388656143,Universal Detection and Source Attribution of Diffusion Model Generated Images with High Generalization and Robustness,10.1007/978-3-031-45170-6_45,,2023,conference,International Conference on Pattern Recognition and Machine Intelligence,venue:premi,International Conference on Pattern Recognition and Machine Intelligence,PReMI,conference,Main,Included in the following conference series: International Conference on Pattern Recognition and Machine Intelligence (PReMI),False,,57248871b05806c1a2babd0910bc87f7589428869227b2819ede8ba9b4b46022
curated:a8c1c259e7b7346bb2d1,openalex:W4412810251,Unmasking AI-Created Visual Content: A Review of Generated Images and Deepfake Detection Technologies,10.1007/s44443-025-00154-8,,2025,journal,Journal of King Saud University - Computer and Information Sciences,venue:journal-of-king-saud-university-computer-and-information-sciences,Journal of King Saud University - Computer and Information Sciences,JKSUCI,journal,,Journal of King Saud University - Computer and Information Sciences,False,,d442b40c6cf4a1a014b9375249bad4d277f0b5faa0ddea0fc24fe1a6036899d5
,openalex:W4393379633,Unsupervised Generative Fake Image Detector,10.1109/tcsvt.2024.3383833,,2024,journal,IEEE Transactions on Circuits and Systems for Video Technology,venue:ieee-transactions-on-circuits-and-systems-for-video-technology,IEEE Transactions on Circuits and Systems for Video Technology,IEEE Trans. Circuits Syst. Video Technol.,journal,,IEEE Transactions on Circuits and Systems for Video Technology,False,,524b1c513c0946764d28f3afb33c133b9775a6fef0d3647f9adf0fcb4100dc12
curated:64635535d7b7b6a12a32,openalex:W7126001367,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,,2601.19430,2026,conference,International Conference on Learning Representations,venue:iclr,International Conference on Learning Representations,ICLR,conference,Main,International Conference on Learning Representations,False,,7265b8f763b6fc27db05ef4814ea96dde0927de7b43c91a06572de2d69f2ecaf
,openalex:W3134971133,VIPPrint: Validating Synthetic Image Detection and Source Linking Methods on a Large Scale Dataset of Printed Documents,10.3390/jimaging7030050,,2021,journal,Journal of Imaging,venue:journal-of-imaging,Journal of Imaging,J. Imaging,journal,,Journal of Imaging,False,,a9e154630e34c0575d51e2e386969fd38bd08a527efa85a3924ee9d878c781e4
