institution,canonical_institution_name,institution_id,detected_language,related_paper_id,title,year,doi,openalex_url,institution_authors,raw_affiliation,evidence_source,evidence_url,suggested_city,suggested_country,matched_institution,suggested_canonical_institution,match_method,similarity_score,confidence,openalex_institution_id,ror_id,wikidata_id,review_status,location_status,coordinate_status,created_at,updated_at
Novosibirsk State Technical University,Novosibirsk State Technical University,institution:e808c43481f24251,,curated:2e30b7cfd7b0c6f427f1,A Comparative Study of Classification Methods for Real and AI-Generated Images with Frequency Feature Analysis,2026,10.1109/edm69524.2026.11632103,https://openalex.org/W7202290304,Egor Antonyants; Анна Алетдинова; Alexander Leontiev; Vitalii Zaozernov,Novosibirsk State Technical University,,,,RU,,,,,,https://openalex.org/I91727514,,,confirmed,known,known,2026-08-16T15:21:55Z,2026-08-16T15:26:42Z
Novosibirsk State Technical University,Novosibirsk State Technical University,institution:e808c43481f24251,,curated:2e30b7cfd7b0c6f427f1,A Comparative Study of Classification Methods for Real and AI-Generated Images with Frequency Feature Analysis,2026,10.1109/edm69524.2026.11632103,https://openalex.org/W7202290304,Egor Antonyants; Anna Aletdinova; Alexander Leontiev; Vitalii Zaozernov,"Automated Control Systems Department, Novosibirsk State Technical University, Novosibirsk, Russia",,,,,,,,,,,,,confirmed,known,known,2026-08-16T15:23:14Z,2026-08-16T15:26:42Z
Great Bay University,Great Bay University,institution:c33f0550d2263d47,,curated:8640d27a91b903de7754,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3723118,https://openalex.org/W7202305352,Jun Wang; Jian Zou; Zitong Yu; Shuo Ye,Great Bay University,,,,,,,,,,https://openalex.org/I4396570619,,,confirmed,known,known,2026-08-17T16:54:25Z,2026-08-22T16:44:40Z
Shandong Normal University,Shandong Normal University,institution:39263f3dbe1e47f9,,curated:8640d27a91b903de7754,Suspicious Frequency Amplified Hybrid Framework for Generalizable AIGC Image Detection,2026,10.1109/tifs.2026.3723118,https://openalex.org/W7202305352,Wenbo Wan; Lingchen Gu,Shandong Normal University,,,,CN,,,,,,https://openalex.org/I28006308,,,confirmed,known,known,2026-08-17T16:54:25Z,2026-08-22T16:44:20Z
North China University of Technology,North China University of Technology,institution:74f77276f63e1208,,curated:d795eb349b504332031e,Multi-Modal Adapter for AI-Generated Image Detection,2026,10.1016/j.cviu.2026.104900,https://openalex.org/W7202173857,Ying Guo; Hao Chen; Siqi Feng; Jie Liu; Wei Song,"Beijing Key Laboratory of Key Technologies for AI+ Domain Applications, The School of Information Science, North China University of Technology, Beijing, 100144, China",,,,,,,,,,,,,confirmed,known,known,2026-08-17T17:08:31Z,2026-08-17T18:59:58Z
Guizhou University,Guizhou University,institution:4fb750575364983b,,curated:d795eb349b504332031e,Multi-Modal Adapter for AI-Generated Image Detection,2026,10.1016/j.cviu.2026.104900,https://openalex.org/W7202173857,Qi Wang,"The State Key Laboratory of Public Big Data, Guizhou University, Guiyang, 550025, China",,,,,,,,,,,,,confirmed,known,known,2026-08-17T17:08:55Z,2026-08-17T19:01:36Z
Hebei Institute of Communications,Hebei Institute of Communications,institution:17922857a5febbe8,,curated:0b5e852ad2faa5d89eb5,Towards Generalizable Detector for Generated Image,2025,10.52202/085713-3168,https://openalex.org/W7197024658,Chao Wu,"School of Artificial Intelligence, Hebei Institute of Communications",,,,,,,,,,,,,confirmed,known,known,2026-08-17T17:18:18Z,2026-08-17T19:02:33Z
Mannheim University of Applied Sciences,Mannheim University of Applied Sciences,institution:a7afa880cf905469,,curated:98977aa8b726ead071fe,TAP Into the Patch Tokens: Leveraging Vision Foundation Model Features for AI-Generated Image Detection,2026,,https://openalex.org/W7158481166,Ahmed Abdullah; Nikolas Ebert; Oliver Wasenmuller,"Mannheim University of Applied Sciences, Germany",,,,,,,,,,,,,confirmed,known,known,2026-08-17T18:23:23Z,2026-08-17T19:00:54Z
University of Exeter,University of Exeter,institution:369f8175eaa84de6,,curated:fe42bad5f72f9f6858c5,Omni-Fake: Benchmarking Unified Multimodal Social Media Deepfake Detection,2026,,https://openalex.org/W7160245451,Zeyu Fu,University of Exeter,,,,,,,,,,,,,confirmed,known,known,2026-08-17T18:35:24Z,2026-08-17T19:00:32Z
Northwestern University,Northwestern University,institution:9a7670ce91c30b4d,,curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,2026,10.1109/mis.2026.3668398,https://openalex.org/W7153135439,Marco Postiglione; Chongyang Gao; Isabel Gortner; V. S. Subrahmanian,"Northwestern University, Evanston, IL, USA",,,,,,,,,,,,,confirmed,known,known,2026-08-17T18:52:50Z,2026-08-17T19:00:15Z
WITNESS,WITNESS,institution:ba1c566a4bad288c,,curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,2026,10.1109/mis.2026.3668398,https://openalex.org/W7153135439,Zuzanna Wojciak; Mahsa Alimardani; Shirin Anlen; Sam Gregory,"WITNESS, New York, NY, 10003, USA",,,New York,United States,,,,,,,,,confirmed,known,known,2026-08-17T18:52:50Z,2026-08-22T16:46:20Z
Microsoft,Microsoft,institution:9fbf261b62c1d7c0,,curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,2026,10.1109/mis.2026.3668398,https://openalex.org/W7153135439,Thomas Roca; Pengce Wang; Kevin White; Juan Lavista Ferres,"Microsoft AI for Good, Redmond, WA, 98052, USA",,,,,,,,,,,,,confirmed,known,known,2026-08-17T18:57:10Z,2026-08-17T19:05:39Z
Indian Institute of Science,Indian Institute of Science,institution:1f4217b90babf040,,curated:667ce5c1fb4da14bbb19,DynEval: Holistic Evaluations of T2I Generative Models in the Wild,2026,,https://openalex.org/W7168241537,Shyam Marjit; Dheeraj Baiju; Anuj Shikarkhane; Akhil Sakthieswaran; Anirban Chakraborty,Indian Institute of Science,,,,,,,,,,,,,confirmed,known,known,2026-08-18T10:24:57Z,2026-08-18T10:43:44Z
Hugging Face,Hugging Face,institution:e3ce9cc5efa9354c,,curated:667ce5c1fb4da14bbb19,DynEval: Holistic Evaluations of T2I Generative Models in the Wild,2026,,https://openalex.org/W7168241537,Sayak Paul,Hugging Face,,,,,,,,,,,,,confirmed,known,known,2026-08-18T10:25:22Z,2026-08-18T10:49:27Z
Southwest University,Southwest University,institution:d473cbf12de5fb53,,curated:aa7dceb70828cdd6ad39,Beyond Artifacts: Real-Centric Envelope Modeling for Reliable AI-Generated Image Detection,2025,,https://openalex.org/W7117340004,Yi Han,Southwest University,,,,,,,,,,,,,confirmed,known,known,2026-08-18T13:33:24Z,2026-08-18T13:36:32Z
Shanghai Second Polytechnic University,Shanghai Second Polytechnic University,institution:e6c54491eaf447b6,,curated:aa7dceb70828cdd6ad39,Beyond Artifacts: Real-Centric Envelope Modeling for Reliable AI-Generated Image Detection,2025,,https://openalex.org/W7117340004,Liwei Yao,Shanghai Second Polytechnic University,,,,,,,,,,,,,confirmed,known,known,2026-08-18T13:34:10Z,2026-08-18T13:37:05Z
University of Seoul,University of Seoul,institution:cf0fbf994717bb60,,openalex:W4312710588,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,https://openalex.org/W4312710588,Youngmin Ro,"Department of Artificial Intelligence, University of Seoul, Seoul, Korea",,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:40:17Z
Chung-Ang University,Chung-Ang University,institution:8ee530c781dde9f8,,openalex:W4312710588,FingerprintNet: Synthesized Fingerprints for Generated Image Detection,2022,10.1007/978-3-031-19781-9_5,https://openalex.org/W4312710588,Pyounggeon Kim; Jongwon Choi,"Department of Advanced Imaging, Chung-Ang University, Seoul, Korea",,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:39:48Z
University of North Texas,University of North Texas,institution:f3cfc9b602d85010,,openalex:W4213417724,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2022,10.1007/978-3-030-96466-5_14,https://openalex.org/W4213417724,Alakananda Mitra; Saraju P. Mohanty; Elias Kougianos,"Department of Computer Science and Engineering, University of North Texas, Denton, USA Department of Electrical Engineering, University of North Texas, Denton, USA",,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:35:28Z
National University of Ireland,National University of Ireland,institution:81eaae945d27f11c,,openalex:W4213417724,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2022,10.1007/978-3-030-96466-5_14,https://openalex.org/W4213417724,Peter Corcoran,"School of Engineering and Informatics, National University of Ireland, Galway, Ireland",,,Dublin,Ireland,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:32:56Z
Singapore Institute of Technology,Singapore Institute of Technology,institution:24532e6b5472dbfb,,openalex:W4313048095,Discovering Transferable Forensic Features for CNN-Generated Images Detection,2022,10.1007/978-3-031-19784-0_39,https://openalex.org/W4313048095,Alexander Binder,"Singapore Institute of Technology (SIT), Singapore, Singapore",,,Singapore,Singapore,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:35:10Z
University of Oslo,University of Oslo,institution:ffcb560498d89d25,,openalex:W4313048095,Discovering Transferable Forensic Features for CNN-Generated Images Detection,2022,10.1007/978-3-031-19784-0_39,https://openalex.org/W4313048095,Alexander Binder,"University of Oslo (UIO), Oslo, Norway",,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:40:50Z
University of Liverpool,University of Liverpool,institution:6897907a26009a77,,curated:fe42bad5f72f9f6858c5,Omni-Fake: Benchmarking Unified Multimodal Social Media Deepfake Detection,2026,,https://openalex.org/W7160245451,Tianxiao Li; Zhengqin Huang; Haiquan Wen; Yiwei He; Xinze Li; Bingyu Zhu; Wuhui Duan; Congang Chen; Yi Dong; Guangliang Cheng,University of Liverpool,,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:33:25Z
Bar-Ilan University,Bar-Ilan University,institution:13600b8b1a017cee,,curated:1e9d05beedcfeea67d34,The Microsoft-Northwestern-WITNESS Benchmark for Deepfake Detection,2026,10.1109/mis.2026.3668398,https://openalex.org/W7153135439,Sarit Kraus,"Bar-Ilan University, Ramat Gan, 52900, Israel",,,,,,,,,,,,,confirmed,known,known,2026-08-20T09:40:12Z,2026-08-20T13:41:22Z
Hefei Comprehensive National Science Center,Hefei Comprehensive National Science Center,institution:dfb7666cf1c6e052,,curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,2026,10.1007/s11432-024-4475-4,https://openalex.org/W7123358516,Juncong Xu; Yang Yang; Zhaoyun Chen,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center, Hefei, 230088, China",,,,,,,,,,,,,ignore,missing,missing,2026-08-20T20:42:26Z,2026-08-20T20:49:54Z
"Origin Quantum Computing Technology (Hefei) Co., Ltd.","Origin Quantum Computing Technology (Hefei) Co., Ltd.",institution:502b0f4ec4bc4546,,curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,2026,10.1007/s11432-024-4475-4,https://openalex.org/W7123358516,Menghan Dou,"6 Origin Quantum Computing Co., Ltd, Hefei 230026, China",,,,,,,,,,,,,confirmed,known,known,2026-08-20T20:46:23Z,2026-08-20T20:50:30Z
Anhui University,Anhui University,institution:16ee891260af74c0,,curated:211ea83fa8d41c8ec810,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,2026,10.1007/s11432-024-4475-4,https://openalex.org/W7123358516,Juncong Xu; Yang Yang; Lei Qu,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center, Hefei, 230088, China | School of Electronic and Information Engineering, Anhui University, Hefei, 230039, China | Hefei National Laboratory, University of Science and Technology of China, Hefei, 230026, China",,,,,,,,,,,,,confirmed,known,known,2026-08-20T20:54:39Z,2026-08-20T21:06:48Z
Technische Hochschule Mannheim,Technische Hochschule Mannheim,institution:bbbd3e4c853af6c2,,curated:20975a1b80c227684804,DualSight: Learning to Disentangle Artifact and Semantic Features for Detection of Diffusion-Generated Images,2026,10.1007/978-3-032-31335-5_18,https://openalex.org/W7172283793,Ahmed Abdullah; Nikolas Ebert; Oliver Wasenmüller,"Mannheim University of Applied Sciences, Mannheim, Germany",,,,DE,,,,,,https://openalex.org/I112756935,,,ignore,missing,missing,2026-08-22T11:51:21Z,2026-08-22T12:19:48Z
Hebei University,Hebei University,institution:625c15ca1b398899,,curated:634d12d4ee0e1b3d8064,Efficient AI-Generated Image Detection via Confidence-Aware Cascading,2026,10.1109/icbdse70225.2026.11635577,https://openalex.org/W7202124844,Xiaoqian Chen; Enting Guo,Hebei University,,,,,,,,,,,,,confirmed,known,known,2026-08-22T12:15:38Z,2026-08-22T12:20:21Z
China Mobile (China),China Mobile (China),institution:3fca37dd4c8d3e60,,curated:634d12d4ee0e1b3d8064,Efficient AI-Generated Image Detection via Confidence-Aware Cascading,2026,10.1109/icbdse70225.2026.11635577,https://openalex.org/W7202124844,Yue Yu; Hongya Wang; Jiameng Zhang,"China Mobile Communications Group Beijing Co., Ltd",,,,CN,,,,,,https://openalex.org/I180662265,,,ignore,missing,missing,2026-08-22T12:15:38Z,2026-08-22T12:22:33Z
"China Mobile Communications Group Beijing Co., Ltd.","China Mobile Communications Group Beijing Co., Ltd.",institution:3e0249855cebf527,,curated:634d12d4ee0e1b3d8064,Efficient AI-Generated Image Detection via Confidence-Aware Cascading,2026,10.1109/icbdse70225.2026.11635577,https://openalex.org/W7202124844,Yue Yu; Hongya Wang; Jiameng Zhang,"China Mobile Communications Group Beijing Co., Ltd.",,,Beijing,China,,,,,,,,,confirmed,known,known,2026-08-22T12:19:36Z,2026-08-22T16:46:16Z
Amrita Vishwa Vidyapeetham,Amrita Vishwa Vidyapeetham,institution:cdedd18207a1eeb2,,openalex:W4409586875,Deepfake Image Detection Using Light-Weight Attention Integrated MobileNetV3 Model,2025,10.1007/978-3-031-84543-7_11,https://openalex.org/W4409586875,Talluri Harshitha; Tanya Simhadri; Thadakuluru Jaswanthi; N. Rayvanth; Rimjhim Padam Singh,"Department of Computer Science and Engineering, Amrita School of Computing, Bengaluru, Amrita Vishwa Vidyapeetham, Bengaluru, India",,,,,,,,,,,,,confirmed,known,known,2026-08-22T14:50:45Z,2026-08-22T15:15:38Z
Pegaso Telematic University,Pegaso Telematic University,institution:4f596f4cb1eacc17,,curated:772bb625ccc3e45e8481,Prompt-Engineered Detection of AI-Generated Images,2025,10.3233/faia250538,https://openalex.org/W4414266830,Rita Ferrara; Leonardo Galteri,Pegaso Telematic University,,,,,,,,,,,,,confirmed,known,known,2026-08-22T14:52:53Z,2026-08-22T15:20:41Z
Qilu University of Technology,Qilu University of Technology,institution:77fb2ba62b721cd6,,curated:22c0f35b356c01cbd122,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection,2025,10.3233/faia251048,https://openalex.org/W4415428300,Fuqiang Yu,"Key Laboratory of Computing Power Network and Information Security, Ministry of Education, Qilu University of Technology (Shandong Academy of Sciences)",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:02:11Z,2026-08-22T16:44:12Z
Computer Research Institute of Montreal (CRIM),Computer Research Institute of Montreal,institution:ea16e0a7b9bd2e5e,,curated:6a0913decc4e81abddb3,Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,10.1007/978-3-031-78305-0_15,https://openalex.org/W4404943058,Rajjeshwar Ganguly; Mamadou Dian Bah; Mohamed Dahmane,"Computer Research Institute of Montreal (CRIM), Montreal, Canada",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:03:15Z,2026-08-22T15:23:12Z
City University of Macau,City University of Macau,institution:769b711ed2fee7c0,,curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,2025,https://doi.org/10.1007/978-981-95-3001-4_12,https://openalex.org/W4416260579,Hongfei Cai; Chi Liu; Peng Gui,"Faculty of Data Science, City University of Macau, Macao SAR, China",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:11:51Z,2026-08-22T15:18:02Z
Torrens University Australia,Torrens University Australia,institution:e58a37a2924e1779,,curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,2025,https://doi.org/10.1007/978-981-95-3001-4_12,https://openalex.org/W4416260579,Sheng Shen; Peng Gui,"Design and Creative Technology Vertical, Torrens University Australia, NSW, Australia",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:11:51Z,2026-08-22T15:14:50Z
Qilu University of Technology,Qilu University of Technology,institution:77fb2ba62b721cd6,,curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,2025,https://doi.org/10.1007/978-981-95-3001-4_12,https://openalex.org/W4416260579,Youyang Qu; Peng Gui,"Shandong Provincial Key Laboratory of Computer Networks, Ministry of Education, Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:11:51Z,2026-08-22T15:15:18Z
Wuhan Institute of Technology,Wuhan Institute of Technology,institution:cdde929ea128594e,,curated:71ff0674850f84bf8df7,Robust AI-Synthesized Image Detection via Multi-Feature Frequency-Aware Learning,2025,https://doi.org/10.1007/978-981-95-3001-4_12,https://openalex.org/W4416260579,Youyang Qu; Peng Gui,"School of Computer Science and Engineering, Wuhan Institute of Technology, Wuhan, China",,,,,,,,,,,,,confirmed,known,known,2026-08-22T15:11:51Z,2026-08-22T15:16:28Z
